question_id,source_exam,source_file,source_category,source_question_number,category,question_type,prompt,stimulus,stimulus_type,image_filename,choice_a,choice_b,choice_c,choice_d,choice_e,correct_choice_label,correct_choice_text,explanation
E03_ML_Q12,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,12,Math & Logic,Applied Quantitative Word Problems,,A bookstore sells 80 novels per day for 20 days in a month. It also sells 40 textbooks per day for the remaining 10 days of the month. What is the total number of books sold by the bookstore in one month?,text,,1600 books/month,2000 books/month,2800 books/month,3200 books/month,4000 books/month,B,2000 books/month,"B: To find the total number of books sold in a month, we multiply the number of novels sold per day by the number of days they are sold (80 * 20 = 1600) and the number of textbooks sold per day by the number of days they are sold (40 * 10 = 400). Then we add these together to get 2000 books sold in a month."
E03_ML_Q13,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,13,Math & Logic,Applied Quantitative Word Problems,,John needs to build a fence around his rectangular garden. The garden is 10 meters long and 5 meters wide. What is the total length of the fence John needs to buy?,text,,15 meters,20 meters,25 meters,30 meters,40 meters,D,30 meters,D: The perimeter of a rectangle is calculated as 2 * (length + width). In this case: Perimeter = 2 * (10 + 5) = 2 × 15 = 30 meters
E03_ML_Q14,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,14,Math & Logic,Number Series,,"What is the next number in the following series? 0, 1, 4, 9, 16, 25, 36, 49, 64, 81, ....",text,,100,121,144,169,196,A,100,"A: The answer is option (A). This is a series of successive perfect squares. The next perfect square is 100. A perfect square is a number that can be expressed as the square of a number from the same number system. 100 is 10 2 . The pattern is 1 2 , 2 2 , 3 2 , 4 2 , etc....."
E03_ML_Q15,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,15,Math & Logic,Letter-Group Series,What would be the next group of letters in the following series?,uxr ... vxt ... wxv ... xxx ... ?,text,,yzv,zyv,zvw,wzw,yxz,E,yxz,"E: The first letters (u, v, w, x) follow a pattern of +1. The second letters (x, x, x, x) remains constant. The third letters (r, t, v, x) follow a pattern of +2. Following this pattern gives us y, x, z"
E03_ML_Q16,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,16,Math & Logic,Tables & Graphs,The line graph shows the average temperature for the first six months of the year. What is the average increase in temperature per month from February to June?,ccat_mathlogic1_144.png,image,ccat_mathlogic1_144.png,2°C,3°C,4°C,5°C,6°C,D,5°C,"D: We first need to find the temperature in the first month and the last month: February: 5°C June: 25°C Next, calculate the total increase: 25°C - 5°C = 20°C Last, divide the total increase by the number of intervals (4) between the 5 months: 20°C ÷ 4 = 5°C Therefore, the average increase in temperature per month is 5°C."
E03_ML_Q17,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,17,Math & Logic,Tables & Graphs,"The bubble chart shows data for four countries (A, B, C, and D), with GDP per capita on the x-axis, life expectancy on the y-axis, and bubble size representing population. Which country has the highest GDP per capita and the highest life expectancy?",ccat_mathlogic1_152.png,image,ccat_mathlogic1_152.png,Country A,Country B,Country C,Country D,Cannot be determined from the given information,C,Country C,"C: To determine which country has the highest GDP per capita and highest life expectancy: GDP per capita (x-axis): Country C is furthest to the right, indicating the highest GDP per capita. Life expectancy (y-axis): Country C is highest on the y-axis, indicating the highest life expectancy. Country C has both the highest position on the x-axis (GDP per capita) and the y-axis (life expectancy), so it is the correct answer."
E03_ML_Q18,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,18,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? All native Americans have brown hair. Adam is a native American. Adam has brown hair.",text,,True,False,Uncertain,,,A,True,"A: The three statements constitute a valid syllogism. The third sentence is a valid consequent of the two premises proposed by the first two sentences. Therefore, the answer is (A)."
E03_ML_Q19,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,19,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? The boy only ate pizza with pepperoni on it. The same boy was eating pizza. The pizza had pepperoni on it.",text,,True,False,Uncertain,,,A,True,"A: The final statement is true. This is true because the first statement using the word ""only."" We can now assume that the boy was eating pizza because it had pepperoni on it, which makes the final statement true."
E03_ML_Q20,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,20,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? All children love to play soccer. Adam (is a person who) hates to play soccer. Adam is a child.",text,,True,False,Uncertain,,,B,False,"B: The premise that 'all children love to play soccer' rules out the possibility for a child to hate to play soccer. Therefore, the answer is (B)."
E03_ML_Q21,3,Course Statistics - BoostPrep - 3.html,CCAT Math & Logic,21,Math & Logic,Arrangement Logic,,"Sophie, Tom, Uma, Victor, and Wendy are seated in a row. Sophie is sitting to the left of Tom. Victor is sitting immediately to the left of Uma. Wendy is seated last in line. If Tom is seated second in line, which of the following can be true about Uma's position?",text,,Uma is first,Uma is second,Uma is third,Uma is fourth,Uma is last,D,Uma is fourth,D: The quickest way to solve this type of question is by quickly mapping out what we know and going from there: Chair 1: Sophie - We are told Sophie is seated to the left of Tom. This is the only option for her. Chair 2: Tom - We are told Tom is seated second in line. Chair 3: Victor - We are told Victor is seated immediately to the left of Uma. Chair 4: Uma - This is the only place Uma can be seated. Chair 5: Wendy - We are told Wendy is seated last in line.
E03_S_Q01,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,1,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_3.png,image,ccat_spatial1_3.png,A,B,C,D,E,E,E,"E: The odd one out in this question is option E. The circle should not be filled, and the triangle should be filled."
E03_S_Q02,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,2,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_9.png,image,ccat_spatial1_9.png,A,B,C,D,E,E,E,"E: The odd one out in this question is option E. The circle should not be filled, and the hexagon should be filled."
E03_S_Q03,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,3,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_15.png,image,ccat_spatial1_15.png,A,B,C,D,E,C,C,"C: The odd one out in this question is option C. The triangle should be filled, and the circle should not be filled."
E03_S_Q04,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,4,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_21.png,image,ccat_spatial1_21.png,A,B,C,D,E,D,D,"D: The odd one out in this question is option D. All of the answer options include a square, hexagon, and a circle. Option D includes a triangle, circle, and a square."
E03_S_Q05,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,5,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_57.png,image,ccat_spatial1_57.png,A,B,C,D,E,E,E,E: E is the correct answer. All of the squares in each respective column have the same number of shaded boxes. Each square in column 2 has 2 shaded boxes. Each square in column 3 has 1 shaded boxes. We need to find the square that has 3 shaded boxes to match the matrix for column 1. That is option E.
E03_S_Q06,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,6,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_63.png,image,ccat_spatial1_63.png,A,B,C,D,E,E,E,E: E is the correct answer. All of the squares in each respective column have the same number of shaded boxes. Each square in column 2 has 1 shaded box. Each square in column 3 has 2 shaded boxes. We need to find the square that has 0 shaded boxes to match the pattern for column 1. That is option E.
E03_S_Q07,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,7,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_69.png,image,ccat_spatial1_69.png,A,B,C,D,E,A,A,A: A is the correct answer. We can see that there is a pattern within each column and row. Column 1 uses triangles. Column 2 uses circles. Column 3 uses hexagons. We can also see that each row follows a pattern. Row 1 has all of the shapes filled. Option A fits the matrix as it uses triangles and has all of the triangles filled.
E03_S_Q08,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,8,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_84.png,image,ccat_spatial1_84.png,A,B,C,D,E,C,C,C: C is the correct answer. The triangle is rotated 45 degrees each time. The triangle is also always filled. Option C completes this pattern.
E03_S_Q09,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,9,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_90.png,image,ccat_spatial1_90.png,A,B,C,D,E,C,C,C: C is the correct answer. The shape is rotated 90 degrees each time. Option C completes the pattern.
E03_S_Q10,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,10,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_96.png,image,ccat_spatial1_96.png,A,B,C,D,E,B,B,B: B is the correct answer. The shape is rotated counterclockwise 90 degrees each sequence. Option B completes the pattern.
E03_S_Q11,3,Course Statistics - BoostPrep - 3.html,CCAT Spatial Reasoning,11,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_102.png,image,ccat_spatial1_102.png,A,B,C,D,E,C,C,C: C is the correct answer. The shape is rotated clockwise 180 degrees each sequence. Option C completes the pattern.
E04_V_Q01,4,Course Statistics - BoostPrep - 4.html,CCAT Verbal,1,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The startup's rapid hiring spree was presented as a sign of confidence, but insiders saw it as a _________ attempt to _________ investors after a disappointing quarter.",text,,genuine ... warn,transparent ... comfort,calculated ... reassure,chaotic ... impress,impulsive ... distract,C,calculated ... reassure,"C : The phrase ""presented as a sign of confidence, but insiders saw it as..."" suggests a deliberate illusion. ""Calculated"" fits because it implies something done with strategic intent rather than sincerity. The goal is to reassure investors, aligning with the motive to restore confidence. ""Impulsive"" and ""chaotic: contradict the idea of something planned. ""Distract"" doesn't quite fit the emotional goal of calming investors. Thus, ""calculated ... reassure"" best fits both the contrast and motive in the sentence."
E04_V_Q02,4,Course Statistics - BoostPrep - 4.html,CCAT Verbal,2,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Though the scientist claimed her theory was supported by data, the evidence she provided was so _________ that it seemed designed more to _________ than to clarify the issue.",text,,dense ... obscure,precise ... illuminate,thorough ... explain,scattered ... simplify,vivid ... distort,A,dense ... obscure,"A : The sentence implies that while the scientist claimed clarity, her presentation had the opposite effect. ""Dense"" (complex or difficult to follow) and ""obscure"" (make unclear) both reinforce the idea that her evidence confused rather than clarified. ""Precise ... illuminate"" describes genuine clarity, not pretense. ""Scattered ... simplify"" and ""vivid ... distort"" mismatch in tone and intent. Therefore, ""dense ... obscure"" best captures the intended irony of intellectual confusion disguised as rigor."
